Accident_Index,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_(District),Road_Type,Speed_limit,Junction_Detail,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident
201342I243708,42,2,4,1,3,455,6,50,0,1,1,1,0,0,2,1
2006440001679,44,2,2,1,2,493,6,30,0,1,1,1,0,0,1,1
2010950005832,95,2,2,1,7,914,6,30,3,1,1,1,0,0,1,1
200806A007377,6,2,2,2,3,102,3,30,3,1,1,1,0,0,1,1
200543W062075,43,2,1,2,2,474,3,40,0,1,2,2,0,0,2,1
2012450000161,45,2,2,1,2,511,6,50,3,1,1,2,0,0,1,1
2006170M31246,17,2,2,2,1,243,6,60,8,1,1,1,0,0,2,1
2011370155011,37,2,2,1,4,416,6,30,3,1,1,1,0,0,1,1
200801HT74028,1,2,2,1,6,5,6,30,3,1,1,1,0,0,1,1
2010130006257,13,2,2,1,4,204,6,30,0,1,1,1,0,0,1,2
2005530180647,53,2,1,2,3,621,6,30,0,1,1,2,0,0,1,1
200814A191608,14,2,2,1,6,211,6,40,3,4,1,1,0,0,1,1
2009170S12829,17,2,1,1,4,245,3,50,0,1,4,2,0,0,2,1
2012070079514,7,2,1,1,5,128,6,30,3,4,1,1,0,0,1,1
200614A076506,14,2,1,1,5,211,6,30,0,1,1,1,0,0,2,1
2012070087341,7,2,2,2,4,129,6,30,3,1,1,1,0,0,1,2
200605AA06163,5,2,1,1,3,95,6,30,3,1,1,2,0,0,1,1
2005950005391,95,2,1,1,5,923,6,30,0,1,1,1,0,0,1,1
2006470605921,47,2,2,1,2,554,1,40,1,1,1,1,0,0,2,1
201201EO40752,1,2,2,1,6,3,6,30,3,1,1,1,0,0,1,2
2010120135042,12,2,2,1,2,182,1,30,1,1,1,1,0,0,2,1
201497AD02812,97,2,1,1,6,926,6,30,3,4,5,2,0,0,1,1
201106M053233,6,2,1,2,5,112,3,40,5,4,1,2,0,0,1,1
2008460158417,46,2,2,1,4,539,1,70,1,1,1,1,0,0,2,1
2013233653113,23,2,1,1,4,292,6,30,0,4,1,1,0,0,1,1
2005230597367,23,2,2,1,7,292,6,30,8,1,1,2,0,0,2,1
201401PY20451,1,2,1,1,7,19,6,30,3,1,1,1,0,0,1,2
200704DL07029,4,2,2,1,7,79,3,30,3,4,1,1,0,0,1,1
200654AY12306,54,2,1,2,2,632,6,30,0,1,1,1,0,0,2,1
201401ZT80440,1,2,1,1,1,21,6,30,3,7,1,4,0,0,1,1
201001CW11582,1,2,1,1,4,1,6,30,3,1,1,1,0,0,1,1
200804CA08030,4,2,1,1,1,73,6,60,0,1,1,1,0,0,2,1
2013130500392,13,2,2,2,5,200,3,40,8,1,1,2,0,0,1,1
2014471407096,47,2,1,1,4,551,6,30,3,4,1,2,0,0,1,1
2006460034176,46,2,1,1,1,544,6,30,8,1,1,1,0,0,1,1
2011100735711,10,2,2,1,5,150,6,30,6,1,1,2,0,0,1,1
200506X041453,6,2,1,1,3,107,3,70,0,4,1,2,0,0,2,1
200650D21C028,50,2,1,1,7,581,6,30,0,1,1,2,0,0,2,1
201014K139910,14,2,2,3,5,215,6,30,3,1,1,1,0,0,1,1
2006360039251,36,2,2,1,2,406,6,30,0,4,1,2,0,0,2,1
2007930003718,93,2,2,3,7,918,6,30,6,4,1,1,0,0,1,1
201005EE05551,5,2,1,1,3,91,6,30,6,4,1,1,0,0,1,1
200504A007105,4,2,1,1,3,71,6,30,3,4,1,2,0,0,1,1
2008520808630,52,2,1,1,7,605,6,30,3,4,1,1,0,0,1,1
200522EG31815,22,2,2,6,7,285,6,60,0,1,1,2,0,0,2,1
201001TA00100,1,2,1,1,6,17,2,30,3,1,1,1,0,0,1,1
2014300007372,30,2,1,1,6,322,6,50,0,1,1,1,0,0,2,1
201097AD00104,97,2,1,1,7,926,6,30,0,4,2,2,0,0,1,1
2006530188154,53,2,2,1,3,622,6,30,3,1,1,1,0,0,1,2
200901SX20878,1,2,2,1,7,30,6,30,7,4,1,1,0,0,1,1
201050KC2R007,50,2,2,1,6,586,6,60,9,1,1,1,0,0,2,1
2007130994807,13,2,1,1,2,203,6,30,3,1,1,1,0,0,1,1
2005610010505,61,2,1,1,6,733,3,50,0,4,2,2,0,0,1,1
2011350476011,35,2,1,1,2,392,6,30,3,1,1,1,0,0,1,1
2006216029955,21,2,1,1,3,253,6,30,9,4,1,2,0,0,2,1
2010921002400,92,2,3,1,2,911,6,60,0,1,2,2,0,0,2,1
201063CP09510,63,2,2,1,5,752,6,60,3,1,2,2,0,0,2,1
2009350374709,35,2,2,1,3,393,6,30,3,1,1,1,0,0,1,2
201197NA06804,97,2,1,1,5,932,6,30,0,1,1,1,0,0,1,1
2008130822208,13,2,1,1,4,206,6,30,3,1,1,1,0,0,1,1
200604DL06061,4,2,1,1,4,79,3,30,3,1,1,1,0,0,1,1
20093102B1860,31,2,2,2,5,345,6,50,0,1,1,1,0,0,2,1
200834WN12798,34,2,3,2,7,384,6,30,0,4,1,1,0,0,1,1
2011440189102,44,2,1,1,7,498,6,30,0,4,2,2,0,0,1,1
2011130248297,13,2,3,3,3,206,6,30,3,4,1,1,0,0,1,1
200545WA67331,45,2,1,1,1,517,3,70,3,6,2,2,0,0,2,1
200604BB06076,4,2,2,2,7,76,6,30,3,1,1,1,0,0,1,1
200605BB04736,5,2,2,1,6,93,3,70,9,1,1,2,0,0,2,1
200901TE00188,1,2,1,1,7,10,6,30,3,1,1,1,0,0,1,1
200601CW10634,1,2,1,1,6,1,6,30,0,1,4,2,0,0,1,1
2013073341427,7,2,2,3,1,130,3,70,5,6,1,1,0,0,2,1
2013460228237,46,3,2,2,5,530,6,60,0,7,1,1,0,0,2,1
20073102C1848,31,3,3,1,6,346,6,30,6,1,1,1,0,0,1,1
2013460231363,46,3,1,1,7,544,3,40,0,1,1,1,0,0,1,1
2014300009981,30,3,2,1,4,323,1,30,1,1,9,2,0,0,1,1
201020N020660,20,3,1,1,3,300,6,30,0,1,9,1,0,0,1,2
200501TC00450,1,3,2,3,2,5,6,30,3,4,7,2,0,0,1,1
200720K061201,20,3,2,1,6,305,3,50,0,1,2,2,0,0,1,1
20093102C3313,31,3,2,2,1,346,6,30,3,4,1,2,0,0,2,1
201101QK50500,1,3,2,1,1,28,6,30,0,1,2,2,0,0,1,1
2007121940187,12,3,2,2,3,181,3,70,0,1,9,1,0,0,2,2
201050JC4V012,50,3,2,1,6,585,1,40,1,1,-1,1,0,0,2,2
201242I382111,42,3,1,1,7,460,6,30,0,4,1,2,0,0,1,1
201060L100159,60,3,2,2,7,725,6,40,0,4,1,2,0,0,2,1
2014440091103,44,3,2,1,7,498,6,20,3,4,1,1,0,0,1,1
200505BS01085,5,3,2,1,7,93,6,30,6,1,1,1,0,0,1,1
2005030003203,3,3,2,1,7,62,6,30,6,1,1,1,0,0,1,1
200504CC05064,4,3,1,1,3,73,6,60,0,1,1,4,0,0,2,1
2005620131843,62,3,1,1,4,741,6,30,0,1,9,1,0,0,1,1
2012460217505,46,3,2,1,4,531,6,30,3,1,1,1,0,0,1,1
2013350010913,35,3,2,1,3,395,6,30,3,1,1,1,0,0,1,1
200791NE18263,91,3,2,2,1,927,6,60,3,1,1,1,0,0,2,1
200704AM07200,4,3,2,2,7,71,6,30,3,1,1,1,0,0,1,1
201120K011051,20,3,2,1,3,305,6,30,3,1,1,1,0,0,1,1
2005620135482,62,3,2,1,5,745,9,30,3,1,1,1,0,0,1,1
200801TW60022,1,3,2,1,5,24,6,30,3,1,1,1,0,0,1,1
2014921400903,92,3,2,1,3,911,6,60,3,1,1,1,0,0,2,1
2005330502605,33,3,2,2,1,362,6,30,3,1,1,1,0,0,1,1
2009440489077,44,3,1,1,4,493,6,30,0,1,1,1,0,0,1,1
2011130016299,13,3,1,1,3,202,6,30,0,1,1,1,0,0,2,2
2012400CA0299,40,3,2,1,7,421,6,20,3,1,1,1,0,0,1,2
2005230595584,23,3,2,1,5,292,6,30,3,1,1,1,0,0,1,1
201120N046761,20,3,3,3,1,300,3,40,0,1,9,1,0,0,1,1
20063102D2169,31,3,2,1,5,347,6,50,8,1,1,1,0,0,2,1
201263CP01412,63,3,1,1,1,752,1,60,1,4,2,2,0,0,2,1
2014450017053,45,3,2,2,2,40,6,30,3,1,1,1,0,0,1,1
201401GD11038,1,3,2,1,7,4,6,30,6,1,9,1,0,0,1,2
2007070700764,7,3,2,1,5,128,6,60,1,1,1,2,0,0,2,2
201145MO66157,45,3,4,1,5,512,6,30,0,1,9,1,0,0,1,1
201397BE01806,97,3,2,2,6,926,6,30,6,1,2,2,4,0,1,1
200701WW50532,1,3,2,2,2,10,6,30,3,4,1,1,0,0,1,1
200801CW12162,1,3,1,1,3,2,2,30,0,1,1,1,0,0,1,1
200714G081807,14,3,2,1,7,215,3,40,5,1,1,1,0,0,1,1
2014610054514,61,3,2,1,7,733,1,30,1,4,1,1,0,0,1,1
2007100872507,10,3,2,1,3,148,6,60,2,1,1,2,0,0,2,1
2009160C02450,16,3,3,2,2,231,6,60,0,1,1,2,0,0,2,1
2007130734707,13,3,1,1,7,200,6,30,3,1,1,1,0,0,1,1
20094100B9386,41,3,1,1,6,438,6,30,3,1,1,2,0,0,1,1
201401KG70199,1,3,2,1,1,16,6,30,6,1,1,1,0,0,1,1
200843W289118,43,3,1,1,5,471,6,30,0,4,1,2,0,0,1,1
201097KB00308,97,3,1,1,3,935,3,60,0,1,1,1,0,0,2,1
2011211006258,21,3,2,4,3,257,3,30,3,4,1,1,0,0,1,1
2009219006448,21,3,3,1,5,250,6,30,3,1,1,1,0,0,1,1
201497LB01203,97,3,2,1,3,913,6,60,0,1,1,1,0,0,2,1
2014300011353,30,3,2,1,4,321,6,30,0,4,9,2,0,0,2,2
200545GU69476,45,3,2,4,6,511,1,30,1,4,1,1,0,0,1,1
200545GU65850,45,3,4,1,1,511,3,50,9,1,1,1,0,0,1,1
201004AL10061,4,3,2,5,2,74,6,30,9,1,1,1,0,0,2,1
2008070284619,7,3,2,1,4,128,6,30,3,1,1,1,0,0,1,2
2013553D11414,55,3,1,1,5,645,6,30,0,4,1,2,0,0,2,2
200901LX51117,1,3,2,1,6,9,6,30,0,4,1,1,0,0,1,2
2005131160805,13,3,2,1,5,202,6,30,0,1,1,1,0,0,2,1
200645WO85595,45,3,2,1,6,518,6,50,6,1,1,1,0,0,2,1
201101VW40432,1,3,2,1,5,22,6,30,0,1,1,1,0,0,1,1
201343R021043,43,3,1,1,5,473,6,30,0,1,1,1,0,0,1,1
2014471402661,47,3,2,1,5,564,6,30,0,1,1,1,0,0,1,2
200622DA52555,22,3,2,1,5,270,3,70,0,1,1,1,0,0,2,2
2013232584313,23,3,1,1,7,290,6,60,1,1,1,1,0,0,2,1
2011360060537,36,3,1,1,7,404,6,30,3,4,1,1,0,0,1,1
2011400B00274,40,3,2,1,3,420,6,30,3,1,1,1,0,0,1,1
201201RY10449,1,3,3,1,5,18,6,30,3,1,1,1,0,0,1,1
200501PL60734,1,3,2,3,6,7,6,30,0,1,1,1,0,0,1,1
201301CW11564,1,3,1,1,5,1,6,30,6,4,1,1,0,0,1,1
2013545503813,54,3,2,1,5,635,6,30,3,1,1,1,0,0,2,1
2013100314913,10,3,1,1,3,146,6,30,3,1,1,1,0,0,1,2
2013440469991,44,3,2,1,1,491,3,70,0,4,1,2,0,0,1,1
200697KA03010,97,3,3,1,6,935,6,30,3,1,1,1,0,0,1,2
2005070505319,7,3,1,1,6,120,6,60,0,1,1,4,0,0,2,1
2007440469092,44,3,2,1,4,498,6,30,0,1,1,1,0,0,1,1
201204EA12181,4,3,2,3,7,70,6,30,8,1,2,2,0,0,1,1
2011549755911,54,3,2,1,1,635,6,30,3,1,1,1,0,0,1,1
200905FF01364,5,3,2,1,6,91,6,30,3,1,1,2,0,0,1,2
200834WD41778,34,3,2,1,5,381,6,60,3,1,1,1,0,0,2,1
2009460167138,46,3,3,1,1,543,6,60,0,1,1,4,0,0,2,1
200920D227302,20,3,2,1,6,300,6,40,3,1,1,1,0,0,1,1
2014120061032,12,3,2,1,3,189,6,30,0,1,1,1,0,0,1,2
2009610057309,61,3,1,1,1,732,6,60,0,6,9,2,0,0,2,1
201006B030108,6,3,2,3,4,102,6,30,3,4,1,2,0,0,1,1
2012100562712,10,3,2,1,7,148,6,30,0,1,2,2,0,6,1,1
2007520007633,52,3,2,1,4,601,6,30,0,1,1,1,0,0,1,2
201311NE26963,11,3,3,2,3,169,3,70,9,1,1,1,0,0,2,1
200714B166107,14,3,3,1,6,210,3,70,0,6,1,2,0,0,2,1
20103102C2816,31,3,1,1,1,346,6,30,0,1,8,4,0,0,1,1
2012530206749,53,3,1,1,5,621,6,30,3,1,1,1,0,0,2,2
2012130443351,13,3,1,2,1,204,3,70,0,4,1,1,0,0,2,1
2011130127405,13,3,3,2,4,206,6,30,3,1,7,2,0,0,1,1
2013130182658,13,3,3,1,5,202,6,30,0,7,1,1,0,0,2,1
2009520904298,52,3,1,3,5,607,6,30,0,1,1,1,0,0,1,1
2010471006396,47,3,1,1,2,558,3,30,1,1,1,1,0,0,1,1
2013921303702,92,3,1,1,4,911,6,30,0,1,1,2,0,0,1,1
200645SU95262,45,3,1,1,6,515,3,30,5,4,2,2,0,0,2,1
200904AL09191,4,3,2,1,3,74,6,50,6,1,5,2,0,0,2,1
201301XD80865,1,3,3,2,3,27,6,30,0,1,1,1,0,0,1,1
201097UC00602,97,3,2,1,5,919,6,30,0,1,9,2,0,0,2,1
2009620190153,62,3,2,2,2,745,6,30,0,1,1,1,0,0,1,1
2007230790663,23,3,2,1,4,294,6,20,3,1,1,1,0,0,1,2
2007100189407,10,3,1,1,4,146,2,30,3,1,1,1,0,0,1,2
200720M036103,20,3,2,1,6,302,1,30,1,1,2,2,0,0,1,1
2012950000605,95,3,2,1,2,929,3,70,0,1,1,1,0,0,2,1
200701JC68504,1,3,2,2,2,13,6,30,9,4,1,1,0,0,1,1
2013921300963,92,3,3,2,5,910,3,70,3,1,1,1,0,0,2,1
200706N074599,6,3,1,2,4,101,6,30,0,1,1,1,0,2,2,1
2012070359226,7,3,2,2,7,128,1,30,1,1,1,1,0,0,1,2
200604CH06044,4,3,2,2,7,84,6,30,3,1,9,2,0,0,2,1
2014554X19195,55,3,4,1,4,647,6,60,8,1,1,1,0,0,2,1
2011360063303,36,3,1,1,4,400,6,30,0,1,1,1,0,0,1,2
2005130886605,13,3,2,1,5,200,6,30,3,1,1,1,0,6,1,1
2009070257619,7,3,2,1,5,129,1,40,1,4,1,1,4,0,2,1
2007520031089,52,3,2,1,4,611,6,30,0,1,1,1,0,0,1,2
200501PY20637,1,3,2,1,6,19,6,30,6,4,2,2,0,0,1,2
200897UA07202,97,3,1,1,6,931,1,30,1,1,5,2,0,0,2,3
2014460242812,46,3,1,1,7,535,3,70,0,1,1,1,0,2,2,1
2008230890018,23,3,2,2,7,294,6,40,0,4,1,2,0,0,1,1
200697KA00503,97,3,2,1,2,935,6,30,8,1,1,1,0,0,1,1
2014160D03961,16,3,2,1,2,228,2,30,6,1,1,1,0,0,1,1
201001KD50145,1,3,3,3,6,15,3,40,3,1,1,2,0,0,1,1
201404SA14153,4,3,2,1,2,83,6,40,0,4,1,1,0,0,2,1
2007131037807,13,3,2,1,6,200,6,30,3,1,1,2,0,0,2,2
200801CW10261,1,3,2,1,1,1,3,30,6,4,1,1,0,0,1,2
2008130887308,13,3,3,1,3,202,6,30,3,1,1,1,0,0,1,1
20131300E0598,13,3,2,1,5,206,6,30,0,1,1,1,0,0,1,1
200530D000308,30,3,2,1,4,328,6,60,8,1,1,1,0,0,2,1
200720J021301,20,3,2,1,3,303,6,30,0,1,1,2,0,0,1,1
20093102D1181,31,3,2,1,7,347,6,60,3,6,1,1,0,0,2,1
2006520056898,52,3,2,1,2,610,6,30,8,1,1,1,0,0,1,2
2013460225777,46,3,4,2,2,532,3,70,0,1,9,1,0,0,2,1
2006350104706,35,3,2,1,5,390,6,30,0,4,2,2,0,0,1,1
2006216034274,21,3,1,1,7,255,6,30,0,4,1,2,0,0,2,1
2011930002166,93,3,2,1,3,934,6,30,3,1,1,1,0,0,1,1
200606C059448,6,3,1,1,4,102,3,30,9,4,2,2,0,0,1,1
200850DE2L012,50,3,2,1,3,581,6,60,0,1,1,1,0,0,1,1
2007930000348,93,3,1,1,3,912,6,60,0,1,1,2,0,0,2,1
200705FF19052,5,3,2,1,5,91,1,30,1,1,1,1,0,0,1,2
2006470602867,47,3,2,1,4,551,3,40,1,1,1,1,0,0,2,1
201406F089718,6,3,2,4,6,107,6,30,3,1,1,2,0,0,1,1
201130D001101,30,3,2,1,3,324,6,30,3,4,1,2,0,0,1,1
2014440434180,44,3,2,1,5,491,6,40,1,4,3,2,0,0,2,1
2006930003542,93,3,1,1,2,934,6,60,3,6,1,2,0,0,2,1
200597QA03911,97,3,1,1,5,938,3,30,3,1,1,2,0,0,1,1
2011130564790,13,3,1,1,6,204,3,30,0,4,1,2,0,0,1,2
2007121350168,12,3,2,1,3,189,6,30,0,1,1,1,0,0,1,1
200843S108028,43,3,2,2,6,479,3,70,0,4,1,2,0,0,1,1
2009160C03230,16,3,3,1,6,231,6,30,0,1,1,1,0,0,1,2
2013440150428,44,3,2,1,6,500,1,30,2,1,1,1,0,0,1,1
2011460198148,46,3,1,2,2,536,3,70,0,6,1,1,0,2,2,1
200620K026101,20,3,2,1,3,305,6,30,3,1,2,2,0,0,1,1
2005360032049,36,3,2,1,2,404,1,30,1,1,1,1,0,0,1,1
2013521305878,52,3,2,1,7,601,1,30,1,1,1,1,0,0,1,2
200801QK50164,1,3,1,1,2,28,6,30,0,1,1,1,0,0,1,1
2005440716830,44,3,2,2,4,502,6,60,3,1,1,1,0,0,2,1
2007440515926,44,3,2,1,5,496,3,70,0,6,2,2,0,0,2,1
2014350039714,35,3,2,2,3,391,6,60,0,1,1,1,0,0,2,1
200801XD80177,1,3,2,1,3,27,1,30,1,1,1,1,0,0,1,1
20103104B0079,31,3,3,2,6,341,6,60,0,1,1,4,0,0,2,1
20104100T1007,41,3,1,1,1,434,3,70,0,1,1,2,0,0,2,1
200704CK07068,4,3,2,1,7,84,3,70,3,1,1,1,0,0,2,1
201001BS70003,1,3,2,1,2,12,6,30,3,1,8,2,0,0,1,1
201232L236912,32,3,2,1,2,351,6,60,6,1,5,2,0,0,2,1
2005620124222,62,3,1,1,7,741,3,30,9,4,5,2,0,0,1,1
2014404DA0097,40,3,2,1,4,424,6,30,0,1,4,2,0,0,2,1
201406N089894,6,3,1,1,6,101,6,30,0,1,2,2,0,0,1,1
201131A127411,31,3,2,1,1,344,6,30,3,1,1,1,0,0,1,2
2008520807254,52,3,2,1,3,601,6,30,2,4,1,1,0,0,1,1
200642I542112,42,3,1,1,4,463,6,30,3,4,1,2,0,0,2,1
2010460194658,46,3,2,2,2,535,6,30,6,4,1,2,0,0,1,1
200540D001450,40,3,1,1,1,422,3,70,0,1,1,1,0,0,2,1
2006940601774,94,3,1,1,6,925,6,30,0,1,1,1,0,0,2,2
200601ZT80336,1,3,2,2,7,21,6,30,6,4,1,1,0,0,1,1
200611BD03260,11,3,2,1,5,163,6,60,0,1,1,4,0,0,2,1
201142I130404,42,3,2,2,7,462,3,70,0,1,1,1,0,0,2,1
201404EL14107,4,3,1,1,2,75,6,60,0,1,4,2,0,0,2,1
201014K234610,14,3,1,1,7,215,6,30,3,1,1,2,0,0,1,1
201443R134094,43,3,1,1,4,474,6,30,0,1,1,1,0,0,1,1
2005122490522,12,3,1,1,3,182,6,60,0,1,1,1,5,0,2,1
201001PL60581,1,3,2,1,4,7,6,30,3,1,1,1,0,0,1,1
2009470900526,47,3,2,2,7,555,6,30,0,1,1,1,0,0,2,1
201145EL66660,45,3,2,3,6,510,3,70,0,6,2,5,0,0,2,1
2007350404007,35,3,2,1,7,394,1,40,1,1,9,1,0,0,1,2
201443S012054,43,3,1,1,7,479,6,30,0,1,1,1,0,0,1,1
200643N405026,43,3,3,1,6,479,3,70,0,1,1,1,0,0,2,1
2007950005707,95,3,1,1,3,923,6,30,7,1,1,1,0,0,1,1
200820Z025801,20,3,3,1,3,300,7,50,7,1,1,1,6,0,1,1
2014450018460,45,3,2,1,3,512,6,40,3,1,1,1,0,0,1,1
200705BB18381,5,3,2,1,5,93,6,30,0,1,1,1,0,0,1,2
200604CJ06028,4,3,2,3,4,84,6,30,0,1,1,1,4,0,2,1
2006100326506,10,3,3,1,6,149,6,60,0,1,1,1,0,0,2,1
2006350294706,35,3,2,1,2,393,6,30,3,1,1,1,0,0,1,2
200501RY10148,1,3,1,1,4,18,6,30,3,1,1,1,0,0,1,1
2005160C05020,16,3,2,4,1,231,6,60,0,1,1,1,0,0,2,1
2013530208212,53,3,2,1,3,625,6,50,0,1,2,2,0,0,2,1
201105AA04767,5,3,1,1,2,95,6,30,3,1,1,1,0,0,1,1
200620H013001,20,3,3,2,5,307,6,30,0,1,3,3,0,0,1,1
201343R167023,43,3,5,5,3,473,3,70,0,1,1,1,0,0,2,1
201201JI40702,1,3,2,2,6,14,1,30,2,1,1,2,0,0,1,1
200632BO06106,32,3,2,1,6,353,6,40,3,1,1,1,0,0,2,1
201101JI40735,1,3,2,1,2,14,1,30,2,4,7,2,0,0,1,1
200901JI49100,1,3,1,1,1,14,1,30,1,1,2,2,0,0,1,2
201260N072063,60,3,2,1,7,725,6,30,9,4,1,1,0,0,2,2
200822FA89142,22,3,1,1,3,282,1,60,1,4,1,2,0,0,2,1
2005445DW0082,44,3,2,1,3,496,6,60,9,1,1,1,0,0,2,1
2005330501051,33,3,1,1,4,368,6,60,0,6,1,1,0,0,2,1
2005130153905,13,3,2,2,3,200,6,30,3,1,1,1,0,0,1,1
200914K298209,14,3,1,1,4,215,6,30,0,1,1,1,0,0,1,1
201331D097813,31,3,2,1,3,342,1,60,1,1,1,1,0,0,2,1
201320T054933,20,3,1,1,5,300,6,30,3,4,2,2,0,0,1,2
200797LC02908,97,3,1,1,1,916,3,40,0,4,1,1,0,2,1,1
2009950009159,95,3,2,3,5,923,6,30,3,4,1,1,0,0,1,1
200801KF73902,1,3,2,3,1,17,3,30,0,4,1,1,0,0,1,1
2012030002541,3,3,2,1,3,63,1,30,1,1,2,2,0,0,1,1
2008960801887,96,3,2,2,7,924,6,30,0,1,1,1,0,0,2,1
2014214000364,21,3,1,1,6,257,6,30,3,4,2,2,0,0,1,1
200514E088005,14,3,2,2,1,215,6,30,3,4,1,1,0,0,1,1
200901YR90896,1,3,1,1,3,31,6,30,3,4,1,2,0,0,1,1
2007122830500,12,3,2,1,4,189,6,30,3,1,1,2,0,0,1,2
200801QK50469,1,3,2,3,1,28,6,30,3,1,1,1,0,0,1,1
2011370376311,37,3,2,1,5,415,6,30,3,1,9,1,0,0,1,2
201442I217707,42,3,2,1,6,461,6,30,9,1,1,1,0,0,1,1
200701RG40200,1,3,2,1,3,6,6,30,3,4,7,2,0,0,1,1
2012530206739,53,3,2,1,6,621,6,40,3,1,1,1,0,0,1,1
201101QK50441,1,3,2,1,6,28,6,30,3,1,1,1,0,0,1,2
201497UD04412,97,3,2,1,4,937,6,60,0,6,1,1,0,0,2,1
201001LX50754,1,3,1,1,3,9,2,30,6,1,1,1,0,0,1,1
2006330603271,33,3,2,1,3,364,6,30,3,1,1,1,0,0,1,2
201006J031796,6,3,2,2,3,109,3,30,6,1,1,1,0,0,1,1
201201PL60729,1,3,2,1,2,7,6,30,3,6,1,1,0,0,1,1
2009460073339,46,3,1,3,5,544,1,50,1,4,1,1,0,0,2,1
2008360046628,36,3,2,1,3,401,6,30,3,1,1,1,0,0,1,2
200501KG70023,1,3,2,1,4,16,6,30,0,4,1,1,0,0,1,1
2014350159014,35,3,2,1,2,391,6,60,0,1,7,2,0,0,2,1
2008100349908,10,3,1,1,3,148,6,30,0,1,1,1,0,0,2,2
2011530204942,53,3,2,1,1,622,6,30,7,1,1,1,0,0,1,1
2008120126412,12,3,1,1,5,185,6,30,0,4,8,4,0,0,1,1
200504E007105,4,3,2,1,2,70,6,30,3,1,1,2,0,0,1,2
201020G005030,20,3,2,1,4,309,6,30,6,1,1,1,0,0,1,1
201011NF01780,11,3,1,3,7,169,6,30,3,4,2,2,0,0,1,1
2007230790086,23,3,2,1,6,294,6,30,6,1,4,1,0,0,1,2
200505AW00905,5,3,3,1,3,95,6,50,6,1,1,1,0,0,1,1
2008130871508,13,3,2,2,6,204,6,30,8,1,1,1,0,0,1,2
201201YR90052,1,3,2,1,7,31,6,30,3,4,2,2,0,0,1,1
200501BS70779,1,3,2,1,3,12,6,30,6,4,1,1,0,0,1,2
200601CW11744,1,3,2,1,1,1,6,30,0,4,2,2,0,0,1,1
200640C017280,40,3,2,2,6,421,3,70,0,1,1,1,0,0,2,1
2008170S12438,17,3,1,1,2,245,6,60,0,1,1,1,0,0,2,2
2009559D01313,55,3,2,1,6,646,2,30,3,1,1,1,0,0,1,1
200550B32N658,50,3,2,1,6,593,9,30,0,1,2,2,0,0,2,2
2006130111606,13,3,2,1,2,204,6,30,6,4,1,1,0,0,1,1
2005520035475,52,3,2,1,6,608,6,30,3,4,1,2,0,0,1,1
200920K071402,20,3,1,1,5,305,2,30,9,1,1,1,0,0,1,1
200950BE2H033,50,3,1,1,6,596,6,30,0,1,1,1,0,0,2,2
2005950000416,95,3,2,1,4,940,6,30,0,1,1,2,0,0,2,1
200743P159027,43,3,1,1,3,485,6,60,0,6,2,2,0,0,2,1
2007360041731,36,3,2,1,4,401,6,30,8,1,1,1,0,0,1,1
2011460200387,46,3,2,1,4,536,6,30,3,1,1,1,0,0,1,2
2011070130641,7,3,2,1,6,129,6,60,0,1,2,2,0,0,2,1
201045GU53302,45,3,2,1,3,511,3,30,3,1,2,2,0,0,1,1
2012072362697,7,3,2,1,4,128,6,30,3,4,2,2,0,0,1,1
2013621301044,62,3,1,1,4,741,6,30,0,1,1,1,0,0,1,1
200637G019277,37,3,1,1,3,412,6,30,3,1,1,1,0,0,1,1
200720H071302,20,3,4,3,7,307,6,30,0,1,1,1,0,0,1,1
200701CW11322,1,3,2,1,4,1,2,30,6,1,2,2,0,0,1,1
2008460163791,46,3,2,1,3,531,6,60,0,1,1,2,7,0,2,1
200850B52C371,50,3,2,2,6,590,6,60,0,1,7,1,0,0,2,1
2013130320630,13,3,2,3,6,200,6,40,3,4,1,2,0,0,1,1
201442I230907,42,3,2,1,6,460,2,30,0,1,1,1,0,0,1,1
2006470606351,47,3,1,1,3,551,9,30,5,1,1,1,0,0,1,1
200601CW11152,1,3,2,1,4,1,6,30,3,1,1,1,0,0,1,1
200805EE25691,5,3,2,1,7,91,6,30,6,1,1,1,0,0,1,2
2007131031907,13,3,2,1,6,204,6,30,9,1,1,2,0,0,2,1
200905FF32627,5,3,2,2,4,91,3,30,3,1,1,1,0,0,1,1
2010120028715,12,3,2,1,2,187,1,60,1,4,8,4,0,0,2,1
2007100640207,10,3,2,2,5,147,3,50,5,4,1,1,0,0,1,1
201001CP00070,48,3,2,1,4,570,3,30,6,1,1,1,0,0,1,1
201301LX50338,1,3,1,1,5,9,6,30,3,1,1,1,0,0,1,1
200506P920015,6,3,2,1,1,106,6,30,3,1,1,1,0,0,1,2
201434NE09614,34,3,2,2,2,382,6,40,6,4,1,1,3,0,2,1
2005130666005,13,3,2,1,3,202,6,40,3,1,1,1,0,0,2,2
2008160D04000,16,3,4,1,7,228,3,40,0,1,2,2,0,0,1,1
200822GA86427,22,3,2,1,4,284,6,30,3,1,1,1,0,0,1,1
200734WN12137,34,3,2,1,4,384,6,40,3,4,1,1,0,0,1,1
